Sourceid,Title,Type,Issn,Subject_Category
16817,Journal of Psychosomatic Research,journal,"18791360, 00223999",Clinical_Psychology
19885,Stress and Health,journal,"15323005, 15322998",Clinical_Psychology
16248,Journal of Attention Disorders,journal,"10870547, 15571246",Clinical_Psychology
14016,"Psychology and Psychotherapy: Theory, Research and Practice",journal,"20448341, 14760835",Clinical_Psychology
14097,European Eating Disorders Review,journal,"10990968, 10724133",Clinical_Psychology
20369,Journal of Family Violence,journal,"08857482, 15732851",Clinical_Psychology
21100915393,Neuroscience of Consciousness,journal,20572107,Clinical_Psychology
16246,Journal of Alzheimer's Disease,journal,"13872877, 18758908",Clinical_Psychology
20374,Journal of Interpersonal Violence,journal,08862605,Clinical_Psychology
12887,Cognitive Therapy and Research,journal,"01475916, 15732819",Clinical_Psychology
18746,Psychopathology,journal,"02544962, 1423033X",Clinical_Psychology
25372,Psychology of Addictive Behaviors,journal,0893164X,Clinical_Psychology
14077,Psychotherapy,journal,"19391536, 00333204",Clinical_Psychology
12004,Journal of Trauma and Dissociation,journal,"15299740, 15299732",Clinical_Psychology
15410,Journal of Clinical Psychology,journal,"00219762, 10974679",Clinical_Psychology
21100228093,Depression Research and Treatment,journal,"20901321, 2090133X",Clinical_Psychology
16200,International Psychogeriatrics,journal,"1741203X, 10416102",Clinical_Psychology
25231,American Journal on Addictions,journal,"10550496, 15210391",Clinical_Psychology
21101170600,Psychoradiology,journal,26344416,Clinical_Psychology
13547,Eating Disorders,journal,"1532530X, 10640266",Clinical_Psychology
21100388400,Addictive Behaviors Reports,journal,23528532,Clinical_Psychology
13486,Death Studies,journal,"10917683, 07481187",Clinical_Psychology
21100900600,Current Treatment Options in Psychiatry,journal,21963061,Clinical_Psychology
12867,Cognitive and Behavioral Practice,journal,"1878187X, 10777229",Clinical_Psychology
16188,Journal of the International Neuropsychological Society,journal,"13556177, 14697661",Clinical_Psychology
13450,Counselling Psychology Quarterly,journal,"09515070, 14693674",Clinical_Psychology
18000156703,Counselling and Psychotherapy Research,journal,"14733145, 17461405",Clinical_Psychology
96959,Journal of the American Psychoanalytic Association,journal,"19412460, 00030651",Clinical_Psychology
29451,Aggression and Violent Behavior,journal,"18736335, 13591789",Clinical_Psychology
19700182728,"Personality Disorders: Theory, Research, and Treatment",journal,"19492723, 19492715",Clinical_Psychology
200147135,Journal of Child and Adolescent Mental Health,journal,"17280591, 17280583",Clinical_Psychology
14112,Rehabilitation Psychology,journal,"00905550, 19391544",Clinical_Psychology
30045,Journal of Personality Disorders,journal,"0885579X, 19432763",Clinical_Psychology
144801,Journal of Psychotherapy Integration,journal,10530479,Clinical_Psychology
58705,"Psychology, Health and Medicine",journal,"13548506, 14653966",Clinical_Psychology
21100794825,Health Psychology Open,journal,20551029,Clinical_Psychology
28652,Clinical Gerontologist,journal,"15452301, 07317115",Clinical_Psychology
21101042149,Stigma and Health,journal,"23766964, 23766972",Clinical_Psychology
5300152209,Psychological Services,journal,15411559,Clinical_Psychology
17500155127,Sleep Medicine Clinics,journal,"1556407X, 15564088",Clinical_Psychology
19227,Research in Developmental Disabilities,journal,"18733379, 08914222",Clinical_Psychology
12100156481,International Journal of Art Therapy: Inscape,journal,"17454832, 17454840",Clinical_Psychology
21100872040,Cognitive Behaviour Therapist,journal,1754470X,Clinical_Psychology
20300195073,Journal of Applied Research in Memory and Cognition,journal,22113681,Clinical_Psychology
16705,Journal of Emotional and Behavioral Disorders,journal,"15384799, 10634266",Clinical_Psychology
21101076715,Journal of Affective Disorders Reports,journal,26669153,Clinical_Psychology
21996,Behavioral Disorders,journal,01987429,Clinical_Psychology
5700191204,Research in Autism Spectrum Disorders,journal,"17509467, 18780237",Clinical_Psychology
13422,Psychoanalytic Quarterly,journal,"00332828, 21674086",Clinical_Psychology
24514,Clinical Child Psychology and Psychiatry,journal,13591045,Clinical_Psychology
28533,American Journal of Alzheimer's Disease and other Dementias,journal,15333175,Clinical_Psychology
25229,American Journal of Drug and Alcohol Abuse,journal,"10979891, 00952990",Clinical_Psychology
30075,Journal of Sex and Marital Therapy,journal,"0092623X, 15210715",Clinical_Psychology
21100870687,Perspectives on Behavior Science,journal,"25208969, 25208977",Clinical_Psychology
27628,Journal of Psychosomatic Obstetrics and Gynaecology,journal,"0167482X, 17438942",Clinical_Psychology
21101046176,Clinical Psychology in Europe,journal,26253410,Clinical_Psychology
13545,Eating Behaviors,journal,"18737358, 14710153",Clinical_Psychology
15460,Eating and Weight Disorders,journal,"11244909, 15901262",Clinical_Psychology
20000195020,Indian Journal of Psychological Medicine,journal,"02537176, 09751564",Clinical_Psychology
14206,Archives of Clinical Neuropsychology,journal,"08876177, 18735843",Clinical_Psychology
21101039273,Journal of the Academy of Consultation-Liaison Psychiatry,journal,26672960,Clinical_Psychology
21100202146,Journal of Obsessive-Compulsive and Related Disorders,journal,"22113649, 22113657",Clinical_Psychology
15567,Journal of Marital and Family Therapy,journal,"17520606, 0194472X",Clinical_Psychology
12128,Behavioural and Cognitive Psychotherapy,journal,"14691833, 13524658",Clinical_Psychology
15450,Journal of Contemporary Psychotherapy,journal,"15733564, 00220116",Clinical_Psychology
15411,Journal of Clinical Psychology in Medical Settings,journal,"10689583, 15733572",Clinical_Psychology
29882,Journal of Child Sexual Abuse,journal,"10538712, 15470679",Clinical_Psychology
15313,Suicide and Life-Threatening Behavior,journal,"03630234, 1943278X",Clinical_Psychology
14893,International Journal of Psychoanalysis,journal,"17458315, 00207578",Clinical_Psychology
21101042487,"European Journal of Investigation in Health, Psychology and Education",journal,"21748144, 22549625",Clinical_Psychology
21100831409,Couple and Family Psychology: Research and Practice,journal,"21604096, 2160410X",Clinical_Psychology
15373,"Journal of Aggression, Maltreatment and Trauma",journal,"10926771, 1545083X",Clinical_Psychology
25291,Journal of Addictive Diseases,journal,10550887,Clinical_Psychology
30065,Journal of Psychopathology and Behavioral Assessment,journal,"08822689, 15733505",Clinical_Psychology
21101024227,European Journal of Trauma and Dissociation,journal,24687499,Clinical_Psychology
12833,Journal of Psychoeducational Assessment,journal,"15575144, 07342829",Clinical_Psychology
19700167014,Journal of Gay and Lesbian Mental Health,journal,"19359705, 19359713",Clinical_Psychology
21100901905,Revista de Psicologia Clinica con Ninos y Adolescentes,journal,23408340,Clinical_Psychology
30085,Journal of Social and Clinical Psychology,journal,07367236,Clinical_Psychology
16249,Journal of Behavior Therapy and Experimental Psychiatry,journal,"18737943, 00057916",Clinical_Psychology
13418,Psychoanalytic Dialogues,journal,"19409222, 10481885",Clinical_Psychology
12126,Behaviour Change,journal,"20497768, 08134839",Clinical_Psychology
14282,Behavioral Interventions,journal,"10720847, 1099078X",Clinical_Psychology
21100862294,Neuropsychopharmacology Reports,journal,2574173X,Clinical_Psychology
15947,Behaviormetrika,journal,03857417,Clinical_Psychology
12053,Archives of Suicide Research,journal,"15436136, 13811118",Clinical_Psychology
21101039875,Journal of Alzheimer's Disease Reports,journal,25424823,Clinical_Psychology
28811,Journal of Health Care Chaplaincy,journal,"15286916, 08854726",Clinical_Psychology
21101021571,Intervention,journal,"15718883, 18721001",Clinical_Psychology
21100935804,Autism and Developmental Language Impairments,journal,23969415,Clinical_Psychology
12102,Behavior Modification,journal,"01454455, 15524167",Clinical_Psychology
18923,Journal of Genetic Psychology,journal,"19400896, 00221325",Clinical_Psychology
4000151904,Palliative and Supportive Care,journal,"14789523, 14789515",Clinical_Psychology
17639,Alzheimer Disease and Associated Disorders,journal,"08930341, 15464156",Clinical_Psychology
20100195008,"Research in Psychotherapy: Psychopathology, Process and Outcome",journal,22398031,Clinical_Psychology
21101041510,Journal of Behavioral and Cognitive Therapy,journal,25899791,Clinical_Psychology
17666,American Journal of Psychotherapy,journal,"25756559, 00029564",Clinical_Psychology
21100987402,European Journal of Health Psychology,journal,"25128442, 25128450",Clinical_Psychology
14293,Deviant Behavior,journal,"15210456, 01639625",Clinical_Psychology
21100927406,Health Psychology Research,journal,24208124,Clinical_Psychology
21100829991,"Psychology of Consciousness: Theory Research, and Practice",journal,"23265531, 23265523",Clinical_Psychology
30070,Journal of Rational - Emotive and Cognitive - Behavior Therapy,journal,"08949085, 15736563",Clinical_Psychology
17998,Neuropsychiatrie,journal,"09486259, 21941327",Clinical_Psychology
12054,Arts in Psychotherapy,journal,"01974556, 18735878",Clinical_Psychology
17100154740,Counselor Education and Supervision,journal,"00110035, 15566978",Clinical_Psychology
12736,Journal of Clinical and Experimental Neuropsychology,journal,"1744411X, 13803395",Clinical_Psychology
21100378339,Clinica y Salud,journal,"21740550, 11305274",Clinical_Psychology
21100887421,Journal of Counselor Leadership and Advocacy,journal,23267178,Clinical_Psychology
21101043232,Journal of Psychedelic Studies,journal,25599283,Clinical_Psychology
14801,Sexual and Relationship Therapy,journal,"14681749, 14681994",Clinical_Psychology
16707,Journal of Family Therapy,journal,"14676427, 01634445",Clinical_Psychology
21100843805,Mediterranean Journal of Clinical Psychology,journal,22821619,Clinical_Psychology
21100200812,Revista de Psicopatologia y Psicologia Clinica,journal,11365420,Clinical_Psychology
26550,International Journal of Clinical and Experimental Hypnosis,journal,"00207144, 17445183",Clinical_Psychology
13420,Psychoanalytic Psychology,journal,"19391331, 07369735",Clinical_Psychology
12123,Behavioral Sciences and the Law,journal,"10990798, 07353936",Clinical_Psychology
15240,Iranian Journal of Medical Sciences,journal,"17353688, 02530716",Clinical_Psychology
145613,"American Journal of Family Therapy, The",journal,01926187,Clinical_Psychology
19700166512,Clinical Psychologist,journal,"13284207, 17429552",Clinical_Psychology
21100831042,Spirituality in Clinical Practice,journal,"23264519, 23264500",Clinical_Psychology
21101091713,European Journal for Qualitative Research in Psychotherapy,journal,17567599,Clinical_Psychology
145406,Art Therapy,journal,07421656,Clinical_Psychology
21100218515,Journal of Gambling Issues,journal,19107595,Clinical_Psychology
13414,Contemporary Family Therapy,journal,"08922764, 15733335",Clinical_Psychology
21100879731,Journal of Experimental Psychopathology,journal,20438087,Clinical_Psychology
17320,Bulletin of the Menninger Clinic,journal,"00259284, 19432828",Clinical_Psychology
12671,"Mental Health, Religion and Culture",journal,"14699737, 13674676",Clinical_Psychology
21100938864,Health Psychology Report,journal,"23535571, 23534184",Clinical_Psychology
15427,Journal of Cognitive Psychotherapy,journal,"08898391, 1938887X",Clinical_Psychology
4700152788,Journal of College Student Psychotherapy,journal,87568225,Clinical_Psychology
22041,Emotional and Behavioural Difficulties,journal,"17412692, 13632752",Clinical_Psychology
22109,Intervention in School and Clinic,journal,"10534512, 15384810",Clinical_Psychology
21100824878,Clinical Practice in Pediatric Psychology,journal,"21694826, 21694834",Clinical_Psychology
21100329892,"Journal of Infant, Child, and Adolescent Psychotherapy",journal,"19409214, 15289168",Clinical_Psychology
18200156706,Rorschachiana,journal,"2151206X, 11925604",Clinical_Psychology
29473,American Journal of Psychoanalysis,journal,"00029548, 15736741",Clinical_Psychology
130028,Clinical Case Studies,journal,"15346501, 15523802",Clinical_Psychology
16709,Journal of Forensic Psychiatry and Psychology,journal,"14789957, 14789949",Clinical_Psychology
21100824968,"International Perspectives in Psychology: Research, Practice, Consultation",journal,"21573891, 21573883",Clinical_Psychology
21100903407,"Psychoanalysis, Self and Context",journal,"24720038, 24720046",Clinical_Psychology
22015,Child Language Teaching and Therapy,journal,"02656590, 14770865",Clinical_Psychology
15682,Giornale Italiano di Psicopatologia,journal,15921107,Clinical_Psychology
29216,Children's Health Care,journal,"15326888, 02739615",Clinical_Psychology
19900191409,Partner Abuse,journal,"19466560, 19466579",Clinical_Psychology
13504,Diagnostica,journal,00121924,Clinical_Psychology
21101140334,Heart and Mind,journal,"24686476, 24686484",Clinical_Psychology
21101177511,Journal of LGBTQ Issues in Counseling,journal,"26924951, 2692496X",Clinical_Psychology
15914,Zeitschrift fur Klinische Psychologie und Psychotherapie,journal,"21906297, 16163443",Clinical_Psychology
21100215102,Psychodynamic Psychiatry,journal,"21622590, 21622604",Clinical_Psychology
21101030478,Journal of Psychosocial Rehabilitation and Mental Health,journal,"2198963X, 21989834",Clinical_Psychology
12400154709,Terapia Psicologica,journal,"07166184, 07184808",Clinical_Psychology
21100396385,Journal of Evidence-Based Psychotherapies,journal,23600853,Clinical_Psychology
13421,Psychoanalytic Psychotherapy,journal,"02668734, 14749734",Clinical_Psychology
18336,Counseling and Values,journal,"01607960, 2161007X",Clinical_Psychology
14173,Forum der Psychoanalyse,journal,"14370751, 01787667",Clinical_Psychology
19500157216,Journal of Addictions and Offender Counseling,journal,"10553835, 21611874",Clinical_Psychology
21100330721,Person-Centered and Experiential Psychotherapies,journal,"17529182, 14779757",Clinical_Psychology
19987,Zeitschrift fur Psychosomatische Medizin und Psychotherapie,journal,14383608,Clinical_Psychology
21101141440,Psychotherapie,journal,"27317161, 2731717X",Clinical_Psychology
18300156711,Advances in Cognitive Psychology,journal,18951171,Clinical_Psychology
5800207390,"Clinical Supervisor, The",journal,"07325223, 1545231X",Clinical_Psychology
13415,Contemporary Psychoanalysis,journal,"00107530, 23309091",Clinical_Psychology
21100903472,Iranian Journal of Psychiatry and Clinical Psychology,journal,"22287515, 17354315",Clinical_Psychology
18135,PPmP Psychotherapie Psychosomatik Medizinische Psychologie,journal,"14391058, 09372032",Clinical_Psychology
19332,Salud Mental,journal,01853325,Clinical_Psychology
4700152822,Journal of Creativity in Mental Health,journal,"15401391, 15401383",Clinical_Psychology
13359,Psicologia Conductual,journal,11329483,Clinical_Psychology
15374,Journal of Analytical Psychology,journal,"14685922, 00218774",Clinical_Psychology
17700156741,International Journal of Play Therapy,journal,15556824,Clinical_Psychology
21100905833,Beyond Behavior,journal,"21635323, 10742956",Clinical_Psychology
14368,British Journal of Psychotherapy,journal,"17520118, 02659883",Clinical_Psychology
19985,Zeitschrift fur Kinder- und Jugendpsychiatrie und Psychotherapie,journal,"16642880, 14224917",Clinical_Psychology
14891,International Journal of Group Psychotherapy,journal,"00207284, 19432836",Clinical_Psychology
13423,Psychoanalytic Review,journal,"19433301, 00332836",Clinical_Psychology
5800207425,Journal of Poetry Therapy,journal,"08893675, 15672344",Clinical_Psychology
21101126440,"Drugs, Habits and Social Policy",journal,"27526739, 27526747",Clinical_Psychology
21101089135,Sexual Health and Compulsivity,journal,26929996,Clinical_Psychology
5800207419,Tizard Learning Disability Review,journal,13595474,Clinical_Psychology
21101145558,Consortium Psychiatricum,journal,"27132919, 27127672",Clinical_Psychology
14211,Archives of Psychiatry and Psychotherapy,journal,"2083828X, 15092046",Clinical_Psychology
21101048554,Journal of Applied Arts and Health,journal,"20402465, 20402457",Clinical_Psychology
7000153258,International Journal of Psychology and Psychological Therapy,journal,15777057,Clinical_Psychology
14869,International Forum of Psychoanalysis,journal,"16512324, 0803706X",Clinical_Psychology
5900153309,Journal of Muslim Mental Health,journal,"15564908, 15565009",Clinical_Psychology
16813,Journal of Rehabilitation,journal,00224154,Clinical_Psychology
21100453516,"Psychology, Society and Education",journal,"1989709X, 21712085",Clinical_Psychology
19942,Verhaltenstherapie,journal,"14230402, 10166262",Clinical_Psychology
19700174949,Postepy Psychiatrii i Neurologii,journal,12302813,Clinical_Psychology
21100979307,Counseling Psychology and Psychotherapy,journal,"20753470, 23119446",Clinical_Psychology
21101057933,Personalized Medicine in Psychiatry,journal,"24681725, 24681717",Clinical_Psychology
21100269616,Journal of Intellectual Disabilities and Offending Behaviour,journal,20508824,Clinical_Psychology
145694,Ethical Human Psychology and Psychiatry,journal,"15594343, 19389000",Clinical_Psychology
5200152834,Torture,journal,"10188185, 19973322",Clinical_Psychology
11600153828,Psihologijske Teme,journal,13320742,Clinical_Psychology
21101133341,International Journal of Systemic Therapy,journal,"2692398X, 26923998",Clinical_Psychology
21100945755,Archives of psychiatry research,journal,"26711079, 26712008",Clinical_Psychology
5800173397,"Body, Movement and Dance in Psychotherapy",journal,17432979,Clinical_Psychology
12840,Child and Family Behavior Therapy,journal,"1545228X, 07317107",Clinical_Psychology
21100788963,International Journal of High Risk Behaviors and Addiction,journal,"2251872X, 22518711",Clinical_Psychology
21100852103,Psihologia Resurselor Umane,journal,"23928077, 15837327",Clinical_Psychology
21101090010,Psikohumaniora,journal,"25029363, 25277456",Clinical_Psychology
21101152124,Psychology and Law,journal,22225196,Clinical_Psychology
19200157024,Revista Latinoamericana de Psicopatologia Fundamental,journal,"19840381, 14154714",Clinical_Psychology
21100899503,Transactional Analysis Journal,journal,"23295244, 03621537",Clinical_Psychology
21100976770,Medico-Biological and Socio-Psychological Issues of Safety in Emergency Situations,journal,"25417487, 19954441",Clinical_Psychology
21100805728,"Nevrologiya, Neiropsikhiatriya, Psikhosomatika",journal,"20742711, 23101342",Clinical_Psychology
14736,Revue Francaise de Psychanalyse,journal,00352942,Clinical_Psychology
21101052816,Arteterapia,journal,"19888309, 18866190",Clinical_Psychology
15405,Journal of Child Psychotherapy,journal,"14699370, 0075417X",Clinical_Psychology
700147004,Psicoterapia e Scienze Umane,journal,03942864,Clinical_Psychology
21100855411,Journal for Social Action in Counseling and Psychology,journal,21598142,Clinical_Psychology
13419,Psychoanalytic Inquiry,journal,"19409133, 07351690",Clinical_Psychology
74728,Psihoterapija,journal,03503186,Clinical_Psychology
21100198212,Psicologia Clinica dello Sviluppo,journal,1824078X,Clinical_Psychology
19174,Psychoterapia,journal,02394170,Clinical_Psychology
19832,Sleep and Hypnosis,journal,13021192,Clinical_Psychology
144836,Scandinavian Psychoanalytic Review,journal,01062301,Clinical_Psychology
21101054407,Cyprus Turkish Journal of Psychiatry and Psychology,journal,"13027840, 26678225",Clinical_Psychology
14774,Sante Mentale au Quebec,journal,"17083923, 03836320",Clinical_Psychology
5100155040,Psychiatria i Psychologia Kliniczna,journal,16446313,Clinical_Psychology
20008,Chinese Journal of Psychiatry,journal,10067884,Clinical_Psychology
11700154711,Psicooncologia,journal,"19888287, 16967240",Clinical_Psychology
21100912973,"Swiss Archives of Neurology, Psychiatry and Psychotherapy",journal,"22976981, 22977007",Clinical_Psychology
19900191978,European Journal of Psychotherapy and Counselling,journal,"14695901, 13642537",Clinical_Psychology
21100871683,Revista de Psicologia de la Salud,journal,"02146118, 23862300",Clinical_Psychology
5200152705,Avances en Psicologia Latinoamericana,journal,17944724,Clinical_Psychology
18741,Psychodynamic Practice,journal,"14753634, 14753626",Clinical_Psychology
17600155223,Revue de Psychotherapie Psychanalytique de Groupe,journal,"17762863, 02971194",Clinical_Psychology
21101034432,Archives of Mental Health,journal,"2589918X, 25899171",Clinical_Psychology
21100781873,Journal of Drug and Alcohol Research,journal,"20908342, 20908334",Clinical_Psychology
21100889413,Language and Psychoanalysis,journal,2049324X,Clinical_Psychology
21101070989,Psychiatry (Moscow),journal,"26186667, 16838319",Clinical_Psychology
19905,Medicina Paliativa,journal,1134248X,Clinical_Psychology
17700155037,Cahiers Critiques de Therapie Familiale et de Pratiques de Reseaux,journal,"17821398, 13728202",Clinical_Psychology
21100932468,Counselling Psychology Review,journal,"17572142, 23968672",Clinical_Psychology
21100792739,"Psychiatry, Psychotherapy and Clinical Psychology",journal,"24142212, 22201122",Clinical_Psychology
10900153310,Psicologia Clinica,journal,01035665,Clinical_Psychology
21100208021,Infant Observation,journal,"17458943, 13698036",Clinical_Psychology
17600155046,Travailler,journal,"21025150, 16205340",Clinical_Psychology
5800169793,Connexions,journal,"17762804, 03373126",Clinical_Psychology
10300153303,Psycho-Oncologie,journal,"17783798, 1778381X",Clinical_Psychology
15300154805,Clinical Psychology Forum,journal,17475732,Clinical_Psychology
17600154904,Cliniques Mediterraneennes,journal,"07627491, 17762790",Clinical_Psychology
130167,Psicoterapia Cognitiva e Comportamentale,journal,11261072,Clinical_Psychology
75220,Therapeutic Communities,journal,09641866,Clinical_Psychology
21101090588,Journal of Army Medical University,journal,20970927,Clinical_Psychology
21100239231,Contemporary Hypnosis and Integrative Therapy,journal,"20492154, 20492146",Clinical_Psychology
14068,Psychotherapies,journal,0251737X,Clinical_Psychology
21100929577,Psychoterapie,journal,"26950200, 18023983",Clinical_Psychology
19400158242,Rivista Di Psicoanalisi,journal,"19744722, 00356492",Clinical_Psychology
21100392550,Revista Mexicana de Trastornos Alimentarios,journal,20071523,Clinical_Psychology
36252,Neurologia-Neurocirugia Psiquiatria,journal,00283851,Clinical_Psychology
17700156012,Cahiers de Psychologie Clinique,journal,"1370074X, 17821401",Clinical_Psychology
4500151531,"Zeitschrift fur Psychiatrie, Psychologie und Psychotherapie",journal,"16642929, 16614747",Clinical_Psychology
21100820884,Existenzanalyse,journal,"10247033, 24097306",Clinical_Psychology
20000195024,Verhaltenstherapie und Verhaltensmedizin,journal,10131973,Clinical_Psychology
21101152624,Clinical Psychology Today,journal,25655698,Clinical_Psychology
17600155116,Imaginaire et Inconscient,journal,16289676,Clinical_Psychology
21100856790,Kairos,journal,"25361597, 18549373",Clinical_Psychology
21101027243,Psychologie Clinique et Projective,journal,"21184496, 12655449",Clinical_Psychology
17700156013,Figures de la Psychanalyse,journal,"17762847, 16233883",Clinical_Psychology
17600154905,Gestalt,journal,11545232,Clinical_Psychology
17600155216,Savoirs et Clinique,journal,"16343298, 17762871",Clinical_Psychology
21100199715,Tempo Psicanalitico,journal,"23166576, 01014838",Clinical_Psychology
17700155818,Topique,journal,00409375,Clinical_Psychology
21101153195,Clinical Psychology and Special Education,journal,23040394,Clinical_Psychology
21101034437,Journal for ReAttach Therapy and Developmental Diversities (discontinued),journal,25897799,Clinical_Psychology
21101170038,Journal of Psychopathology and Clinical Science,journal,"2769755X, 27697541",Clinical_Psychology
15359,Trends in Cognitive Sciences,journal,"1879307X, 13646613",Neuropsychology_and_Physiological_Psychology
18045,Neuroscience and Biobehavioral Reviews,journal,"18737528, 01497634",Neuropsychology_and_Physiological_Psychology
22478,Journal of Memory and Language,journal,"10960821, 0749596X",Neuropsychology_and_Physiological_Psychology
18014,Neuropsychology Review,journal,"15736660, 10407308",Neuropsychology_and_Physiological_Psychology
12872,Cognitive Psychology,journal,"10955623, 00100285",Neuropsychology_and_Physiological_Psychology
21101150129,Affective Science,journal,"2662205X, 26622041",Neuropsychology_and_Physiological_Psychology
14945,Cortex,journal,"19738102, 00109452",Neuropsychology_and_Physiological_Psychology
70201,Clinical Neuropsychologist,journal,"13854046, 17444144",Neuropsychology_and_Physiological_Psychology
18747,Psychophysiology,journal,"00485772, 14698986",Neuropsychology_and_Physiological_Psychology
21100386467,Sleep Health,journal,23527218,Neuropsychology_and_Physiological_Psychology
22281,Reading and Writing,journal,"09224777, 15730905",Neuropsychology_and_Physiological_Psychology
21101055723,Computational Brain and Behavior,journal,2522087X,Neuropsychology_and_Physiological_Psychology
12061,Memory and Cognition,journal,"0090502X, 15325946",Neuropsychology_and_Physiological_Psychology
19700175166,Frontiers in Behavioral Neuroscience,journal,16625153,Neuropsychology_and_Physiological_Psychology
17500155127,Sleep Medicine Clinics,journal,"1556407X, 15564088",Neuropsychology_and_Physiological_Psychology
18001,Neuropsychobiology,journal,"0302282X, 14230224",Neuropsychology_and_Physiological_Psychology
12145,Biological Psychology,journal,"03010511, 18736246",Neuropsychology_and_Physiological_Psychology
18013,Neuropsychology,journal,"08944105, 19311559",Neuropsychology_and_Physiological_Psychology
18011,Neuropsychological Rehabilitation,journal,"14640694, 09602011",Neuropsychology_and_Physiological_Psychology
17282,Learning and Memory,journal,"10720502, 15495485",Neuropsychology_and_Physiological_Psychology
12163,Brain and Cognition,journal,"10902147, 02782626",Neuropsychology_and_Physiological_Psychology
14902,International Journal of Psychophysiology,journal,"18727697, 01678760",Neuropsychology_and_Physiological_Psychology
4000149409,Quarterly Journal of Experimental Psychology,journal,"17470218, 17470226",Neuropsychology_and_Physiological_Psychology
19700175164,Frontiers in Human Neuroscience,journal,16625161,Neuropsychology_and_Physiological_Psychology
14916,Cognitive Neuropsychology,journal,"14640627, 02643294",Neuropsychology_and_Physiological_Psychology
14206,Archives of Clinical Neuropsychology,journal,"08876177, 18735843",Neuropsychology_and_Physiological_Psychology
14287,Behavioural Neurology,journal,"09534180, 18758584",Neuropsychology_and_Physiological_Psychology
19560,Stress,journal,"16078888, 10253890",Neuropsychology_and_Physiological_Psychology
17500155120,Journal of Neuropsychology,journal,"17486653, 17486645",Neuropsychology_and_Physiological_Psychology
12738,Child Neuropsychology,journal,"17444136, 09297049",Neuropsychology_and_Physiological_Psychology
21101173089,Journal of Cognitive Enhancement,journal,"25093304, 25093290",Neuropsychology_and_Physiological_Psychology
12041,Applied Psychophysiology Biofeedback,journal,"15733270, 10900586",Neuropsychology_and_Physiological_Psychology
21100821132,Decision,journal,"23259973, 23259965",Neuropsychology_and_Physiological_Psychology
12737,"Aging, Neuropsychology, and Cognition",journal,"17444128, 13825585",Neuropsychology_and_Physiological_Psychology
21101041510,Journal of Behavioral and Cognitive Therapy,journal,25899791,Neuropsychology_and_Physiological_Psychology
17500155152,American Journal on Intellectual and Developmental Disabilities,journal,"19447515, 19447558",Neuropsychology_and_Physiological_Psychology
12108,Behavioral and Brain Sciences,journal,"14691825, 0140525X",Neuropsychology_and_Physiological_Psychology
21100829991,"Psychology of Consciousness: Theory Research, and Practice",journal,"23265531, 23265523",Neuropsychology_and_Physiological_Psychology
12736,Journal of Clinical and Experimental Neuropsychology,journal,"1744411X, 13803395",Neuropsychology_and_Physiological_Psychology
14907,Cognitive and Behavioral Neurology,journal,"15433633, 15433641",Neuropsychology_and_Physiological_Psychology
13457,Learning and Motivation,journal,"00239690, 10959122",Neuropsychology_and_Physiological_Psychology
21100255433,Applied Neuropsychology: Child,journal,"21622973, 21622965",Neuropsychology_and_Physiological_Psychology
21100829244,Applied neuropsychology. Adult,journal,"23279095, 23279109",Neuropsychology_and_Physiological_Psychology
13498,Developmental Neuropsychology,journal,"15326942, 87565641",Neuropsychology_and_Physiological_Psychology
130153,Sleep and Biological Rhythms,journal,"14469235, 14798425",Neuropsychology_and_Physiological_Psychology
19400156832,Brain Impairment,journal,"18395252, 14439646",Neuropsychology_and_Physiological_Psychology
21100469452,Timing and Time Perception,journal,"2213445X, 22134468",Neuropsychology_and_Physiological_Psychology
10600153338,Integrative Psychological and Behavioral Science,journal,"19324502, 19363567",Neuropsychology_and_Physiological_Psychology
21100818750,Journal of EMDR Practice and Research,journal,"1933320X, 19333196",Neuropsychology_and_Physiological_Psychology
30066,Journal of Psychophysiology,journal,"21512124, 02698803",Neuropsychology_and_Physiological_Psychology
19700175781,Psychology and Neuroscience,journal,"19843054, 19833288",Neuropsychology_and_Physiological_Psychology
21101048847,Mental Health Clinician,journal,21689709,Neuropsychology_and_Physiological_Psychology
21100854898,NeuroRegulation,journal,23730587,Neuropsychology_and_Physiological_Psychology
19700166619,"Journal of Neuroscience, Psychology, and Economics",journal,"1937321X, 2151318X",Neuropsychology_and_Physiological_Psychology
5000153107,Central Nervous System Agents in Medicinal Chemistry,journal,"18715249, 18756166",Neuropsychology_and_Physiological_Psychology
17462,Neuropsychoanalysis,journal,"15294145, 20443978",Neuropsychology_and_Physiological_Psychology
145096,Neuropsychopharmacologia Hungarica,journal,14198711,Neuropsychology_and_Physiological_Psychology
19900193879,Neuropsychological Trends,journal,"19703201, 1970321X",Neuropsychology_and_Physiological_Psychology
21100256950,Movement and Sports Sciences - Science et Motricite,journal,"21185735, 21185743",Neuropsychology_and_Physiological_Psychology
21101155948,Experimental Psychology (Russia),journal,"20727593, 23117036",Neuropsychology_and_Physiological_Psychology
300147009,Acta Neuropsychologica,journal,17307503,Neuropsychology_and_Physiological_Psychology
21101163244,Journal for the Cognitive Science of Religion,journal,"20497563, 20497555",Neuropsychology_and_Physiological_Psychology
18000156708,Neuropsychiatria i Neuropsychologia,journal,18966764,Neuropsychology_and_Physiological_Psychology
21100205744,Health and Addictions / Salud y Drogas,journal,"15785319, 1988205X",Neuropsychology_and_Physiological_Psychology
